,cid,line_lib,code,price_subtotal,fac_ref,agence_name,company_name,lib_clean,lib_short
90810,2,"Location, installation et repliement du WC chimique",09,210.0,P201147,44 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
90861,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",01,135.0,P201148,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
90957,2,Installation de chantier complète comprenant une mise en place d'une base de vie roulotte avec WC chimiques et un tableau de chantier avec bouton d'arrêt d'urgence,09,1650.0,P200913,69 ALLIANCE BTP,ALLIANCE BTP,installation de chantier complete comprenant une mise en place une base de vie roulotte avec wc chimiques et un tableau de chantier avec bouton arret urgence,installation de chantier complete comprenant une mise en place une base de vie roulotte avec wc chimiques et un tableau de chantier avec bouton arret urgence
90963,2,"Location, installation et repliement d'un wc chimique",09,156.0,P201149,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement un wc chimique,location installation et repliement un wc chimique
91023,2,Location et installation de WC chimiques,09,0.0,P200910,13 ALLIANCE BTP,ALLIANCE BTP,location et installation de wc chimiques,location et installation de wc chimiques
91047,2,Installation d'un WC chimique pour la durée du chantier,09,675.0,P201057,57 ALLIANCE BTP,ALLIANCE BTP,installation un wc chimique pour la duree du chantier,installation un wc chimique pour la duree du chantier
91182,2,Mise en place d'un WC chimique durant le chantier,09,391.5,P201119,31 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique durant le chantier,mise en place un wc chimique durant le chantier
91271,2,"Amenée du matériel, mise en place d'un tableau avec bouton d'arrêt d'urgence et protection, avec WC chimique",09,850.0,P201074,69 ALLIANCE BTP,ALLIANCE BTP,amenee du materiel mise en place un tableau avec bouton arret urgence et protection avec wc chimique,amenee du materiel mise en place un tableau avec bouton arret urgence et protection avec wc chimique
91368,2,Mise en place d'un WC chimique pendant la durée des travaux,09,225.0,P201001,59 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
91488,2,"Location, installation et repliement des wc chimiques",09,1000.0,P201075,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
91628,2,"Location, installation et repliement du wc chimique",09,1578.84,P201030,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
91704,2,Mise en place d'un WC chimiques,09,1040.0,P201076,75 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimiques,mise en place un wc chimiques
91815,2,"Location, installation et repliement des WC chimiques",09,783.97,P201067,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
91930,2,"Location, installation et repliement des wc chimiques",09,530.0,P201077,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
91935,2,"Location, installation et repliement des WC chimiques",09,780.0,P201079,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
92101,2,"Location, installation et repliement du wc chimique",09,1578.84,P201025,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement du wc chimique,location installation et repliement du wc chimique
92124,2,Mise en place d'un WC chimique,09,139.5,P201043,69 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
92179,2,"Location, installation et repliement des WC chimiques",09,468.0,P201002,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
92215,2,"Etat des lieux avant démarrage des travaux
Mise en place d'un WC chimique pendant la durée des travaux
Nota : En l'absence de plan de recollement des réseaux de la villa, aucun travaux de dévoiement de réseau n'est prévu dans cette offre.",09,165.0,P201081,13 ALLIANCE BTP,ALLIANCE BTP,etat des lieux avant demarrage des travaux mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre,etat des lieux avant demarrage des travaux mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre
92301,2,"Etat des lieux avant démarrage des travaux
Mise en place d'un WC chimique pendant la durée des travaux
Nota : En l'absence de plan de recollement des réseaux de la villa, aucun travaux de dévoiement de réseau n'est prévu dans cette offre.",09,165.0,P200869,13 ALLIANCE BTP,ALLIANCE BTP,etat des lieux avant demarrage des travaux mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre,etat des lieux avant demarrage des travaux mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre
92311,2,"Location, installation et repliement de WC chimiques",09,150.0,P201044,69 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement de wc chimiques,location installation et repliement de wc chimiques
92354,2,Installation de WC chimiques pendant la durée du chantier,09,135.0,P201003,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier,installation de wc chimiques pendant la duree du chantier
92373,2,Mise en place d'un WC chimique pendant la durée des travaux,09,480.0,P201110,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
92500,2,Mise en place d'un WC chimique pendant la durée des travaux,09,144.0,P201035,57 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
92527,2,Mise en place d'un WC chimique pendant la durée des travaux,09,420.0,P201045,69 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
92595,2,Mise en place d'un WC chimique pendant la durée des travaux,09,360.0,P201046,69 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
92706,2,Installation de chantier complète comprenant une mise en place d'une base de vie roulotte avec WC chimiques et un tableau de chantier avec bouton d'arrêt d'urgence,09,1650.0,P201004,69 ALLIANCE BTP,ALLIANCE BTP,installation de chantier complete comprenant une mise en place une base de vie roulotte avec wc chimiques et un tableau de chantier avec bouton arret urgence,installation de chantier complete comprenant une mise en place une base de vie roulotte avec wc chimiques et un tableau de chantier avec bouton arret urgence
92808,2,Amenée et repli du matériel et matériaux sur chantier y compris WC chimique,09,450.0,P201122,75 ALLIANCE BTP,ALLIANCE BTP,amenee et repli du materiel et materiaux sur chantier compris wc chimique,amenee et repli du materiel et materiaux sur chantier compris wc chimique
92836,2,Installation de WC chimiques pendant la durée du chantier,09,450.0,P201037,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier,installation de wc chimiques pendant la duree du chantier
92955,2,Mise en place d'un wc chimique,09,225.0,P200914,69 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
93089,2,Mise en place d'un WC chimique,09,440.0,P201047,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
93146,2,"Mise en place d'un WC chimique pendant la durée des travaux
Nota : En l'absence de plan de recollement des réseaux de la villa, aucun travaux de dévoiement de réseau n'est prévu dans cette offre.",09,225.0,P201020,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre,mise en place un wc chimique pendant la duree des travaux nota en absence de plan de recollement des reseaux de la villa aucun travaux de devoiement de reseau est prevu dans cette offre
93154,2,Mise en place d'un WC chimique,09,264.0,P200723,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique,mise en place un wc chimique
93204,2,"Location, installation et repliement des WC chimiques",09,530.0,P200990,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
93260,2,"Location, installation et repliement des WC chimiques",09,405.0,P201048,75 ALLIANCE BTP,ALLIANCE BTP,location installation et repliement des wc chimiques,location installation et repliement des wc chimiques
93273,2,"Installation de chantier - Amenée de l'atelier de terrassement et de bétonnage, y compris l'installation de WC chimique",09,750.0,P200863,44 ALLIANCE BTP,ALLIANCE BTP,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique,installation de chantier amenee de atelier de terrassement et de betonnage compris installation de wc chimique
93281,2,"Installation de WC chimique pendant la durée du chantier, conformément à la législation du code du travail",09,840.0,P200961,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimique pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimique pendant la duree du chantier conformement la legislation du code du travail
93300,2,"Installation de WC chimiques pendant la durée du chantier, conformément à la législation du code du travail",09,189.0,P201018,57 ALLIANCE BTP,ALLIANCE BTP,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail,installation de wc chimiques pendant la duree du chantier conformement la legislation du code du travail
93316,2,Mise en place d'un WC chimique pendant la durée des travaux,09,258.0,P200929,13 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
93364,2,"Location, installation base de vie et repliement des WC chimiques",09,450.0,P201007,75 ALLIANCE BTP,ALLIANCE BTP,location installation base de vie et repliement des wc chimiques,location installation base de vie et repliement des wc chimiques
93412,2,Mise en place d'un WC chimique pendant la durée des travaux,09,210.0,P200915,69 ALLIANCE BTP,ALLIANCE BTP,mise en place un wc chimique pendant la duree des travaux,mise en place un wc chimique pendant la duree des travaux
